Model,sMAPE_val,MAE_val,RMSE_val,sMAPE_test,MAE_test,RMSE_test,runtime_sec,Family
XGB-Multi (h=1),26.870012326255388,76062.734375,94753.81136451349,102.74315861586847,512655.234375,543116.6817805693,0.38406110007781535,tree-h1
RF-GridBest (h=1),39.06161562942459,102969.3175,116685.94180323898,111.48434503946474,538982.794,567627.6668970082,2.2845625000772998,tree-h1
XGB-GridBest (h=1),26.86762112462904,76057.15625,94749.33363531859,102.74137228829008,512649.65625,543111.4165155187,1.0841790999984369,tree-h1
