Model,sMAPE_val,MAE_val,RMSE_val,sMAPE_test,MAE_test,RMSE_test,runtime_sec,Family
Naive,13.488838244689772,1252.909090909091,1597.3108651730884,37.799532065169814,6313.363636363636,7142.235714396438,0.0001121999230235815,03a-baseline
Moving Average,22.845165678120544,1978.75,2529.6341217205163,54.04066546007782,8338.34090909091,9002.758552938094,0.00030150008387863636,03a-baseline
Seasonal Naive,29.909170632037863,2470.090909090909,2947.698038685904,56.2092953083627,8525.09090909091,9204.866864870995,0.0001849000109359622,03a-baseline
ETS SES,13.47312648545023,1251.517673412448,1597.8781583974226,39.34443709207321,6519.3150619275975,7350.047708889857,0.007021200028248131,03a-baseline
ETS Holt-Winters,18.171602896750688,1735.645226653819,1973.329746129545,23.177752108740634,4150.808627154882,4627.212034810042,0.07759610004723072,03a-baseline
"ARIMA(1,1,1)",12.945552339266813,1188.6844063517794,1418.8771287071645,31.54056304795799,5426.414675832979,6080.764270880642,0.10191709990613163,03a-baseline
"SARIMA(1,1,0)(1,1,0,4)",33.69762108770221,3786.219721584098,4141.71700611161,16.821117422396117,3025.672593966867,3293.615376321474,0.11913030000869185,03a-baseline
Theta,12.076615652437418,1122.8040787197033,1412.0820372248168,36.85696098766608,6176.469154425865,6943.308024488155,0.017040199949406087,03a-baseline
FFT,18.27974827450375,1631.472076201113,2189.309155534172,52.58633486386227,8171.522324878192,8944.35030558556,0.0005839999066665769,03a-baseline
