Model,sMAPE_val,MAE_val,RMSE_val,sMAPE_test,MAE_test,RMSE_test,runtime_sec,Family
Naive,43.81484303538249,59037.7,77959.7277541424,85.35348217275661,532900.4,673350.3295172581,0.00012099999003112316,03a-baseline
Moving Average,53.98044169037477,68709.1,92792.07966422835,100.52266706370854,579877.4,711108.7321722326,0.0003093000268563628,03a-baseline
Seasonal Naive,62.34389130790051,73964.6,96982.57508026893,103.87462448756102,586886.0,717806.2623606735,0.00017739995382726192,03a-baseline
ETS SES,43.827234645785026,59053.94679332957,78007.95626637137,85.39004317973195,533020.717116925,673445.5544560979,0.00983039999846369,03a-baseline
ETS Holt-Winters,31.935515036206656,40498.23542121353,46249.16616769214,51.75970460186085,386621.0069332312,508033.3381661325,0.0747300999937579,03a-baseline
"ARIMA(1,1,1)",28.398322809993303,37957.028556054385,45625.255035226895,58.33727932379533,420745.59659729,550780.4631195979,0.11010970000643283,03a-baseline
"SARIMA(1,1,0)(1,1,0,4)",25.904246008907684,31075.54427665633,34169.94864532455,56.01012258660075,405236.89547391125,525165.4265525152,0.05669509992003441,03a-baseline
Theta,40.796983763388816,55646.162476976475,72690.56444662563,85.6090994079338,532248.5364475595,670355.3200538089,0.02411940007004887,03a-baseline
FFT,56.08626885257113,70053.88454257426,92281.72643942418,108.16703994681747,601846.5550645944,729499.6517045784,0.000523999915458262,03a-baseline
